passation_hour_pre,visitor_id,age,gender,city_country_residence,nationality,french_level,diploma,one_artwork_interest,discovery_interest,crowd_tolerance,lose_interest_with_crowd,distance_tolerance,already_visited,number_visits,last_time_visited,group_or_alone,visit_duration,eye_problem,physical_sleepiness,mental_sleepiness,speed,current_emotion,motiv_curiosity,motiv_else,motiv_familyOut,motiv_price,motiv_schoolOut,motiv_weather,visitGoal_surprised,visitGoal_else,visitGoal_explore,visitGoal_inspiration,visitGoal_fun,visitGoal_interact,visitGoal_learn,visitGoal_noGoal,visitGoal_SeeAgain,visitGoal_mindOff,passation_hour_post,art_knowledge,art_involvement,visit_rate,taking_audioguide,application_interest,appli_knowledge,satisfaction,goals_reached,device_trouble,crowd_trouble,dist_sensation,multiple_paths,recsys_personalization,diversity,theme_path,geolocalisation_acceptance,context_dependence,mood_dependence,sleepiness_dependence,end_visit_physical_sleepiness,end_visit_mental_sleepiness,panel_interest,memory_test_fr,surprise_event_fr,comments_fr,memory_test_en,surprise_event_en,comments_en,musHabit_archeo,musHabit_histArt,musHabit_castle,musHabit_contemporary,musHabit_else,musHabit_fineArt,musHabit_natHist,musHabit_nature,musHabit_none,musDisco_else,musDisco_familyFriends,musDisco_magazine,musDisco_media,musDisco_nothing,musDisco_socNetwork,wantedFunc_catalog,wantedFunc_else,wantedFunc_games,wantedFunc_map,wantedFunc_nothing,wantedFunc_reco,wantedFunc_thematicTour,visit_duration_limited,gender_code
2019/03/06 3:11:39 PM UTC+2,201903061400,38,man,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",4,3,1,4,2,Yes,3,Several years ago,group,60,Normal vision,1,1,4,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2019/03/06 4:48:30 PM UTC+2,Low level,No involvement,A few times a year,No,No,No,5,5,2,1,2,1,5,3,5,4,5,4,5,3,3,5,j'ai découvert le courant de peinture pointillisme ,la part importante des jeunes qui visitent le musée,Rien,I discovered the pointillism movement ,the high proportion of young people visiting the museum,Nothing,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1.0
2019/03/06 5:10:59 PM UTC+2,201903061610,22,man,"Nancy, France",french,Native/bilingual,A levels,1,4,4,2,4,No,0,Never,group,unlimited,Normal vision,2,1,4,5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2019/03/06 6:36:02 PM UTC+2,Low level,No involvement,rarely or never,No,Yes,No,5,5,3,1,3,5,4,4,5,5,1,4,2,1,2,5,"Sauvetage de Saint-Sébastien, oeuvres de Rubens, et plus généralement des anecdotes ou l'histoire de l'antiquité.","Mausolée de Ninette (Claude Michel), exposition de chaises au RDC",Rien,"Rescue of San Sebastian, works by Rubens, and more generally anecdotes or the history of antiquity.","Ninette's mausoleum (Claude Michel), chair exhibition on the ground floor",Nothing,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1.0
2019/03/06 5:11:01 PM UTC+2,201903061600,23,woman,"Nancy, France",french,Native/bilingual,A levels,4,2,1,3,4,No,0,Never,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",4,2,5,4,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2019/03/06 6:36:05 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,4,4,2,1,2,0,0,0,0,0,4,4,4,1,1,5,"J'ai découvert l'artiste Claude Michel à travers l'oeuvre ""le mausolée de Ninette"" (sculpture du 1er étage après les natures mortes)",Il y a de vrais Rubens et des oeuvres étonnantes (voir réponse ci-dessus de Claude Michel).,Rien,I discovered the artist Claude Michel through the work “Ninette's mausoleum” (sculpture on the 1st floor after the still lifes).,There are real Rubens and amazing works (see Claude Michel's answer above).,Nothing,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0.0
2019/03/08 11:14:54 AM UTC+2,201903081020,22,man,"Nancy, France",french,Native/bilingual,A levels,2,4,4,2,5,Yes,3,Several months ago,group,unlimited,Daltonism,3,2,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019/03/08 1:01:15 PM UTC+2,Art lover,No involvement,A few times a year,No,Yes,No,4,4,2,2,2,0,0,0,0,0,2,4,2,4,2,3,"Mouvement artistique naturalisme , Nom artiste : Gruber, Isabey",Horizon du tableau de Isabey,Rien,"Artistic movement naturalism , Artist name : Gruber, Isabey",Horizon from Isabey's painting,Nothing,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1.0
2019/03/08 11:14:59 AM UTC+2,201903081010,26,woman,"Vandoeuvre-les-Nancy, France",french,Native/bilingual,PhD,5,3,2,4,5,No,0,Never,group,unlimited,Normal vision,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019/03/08 1:01:10 PM UTC+2,No knowledge,No involvement,rarely or never,No,Yes,No,4,4,4,1,1,5,4,4,4,4,3,2,2,2,4,4,Contexte d'un autoportrait (explication de l'état de l'artiste) [peut-être auto-portrait de Gruber mais le sujet ne se souvient plus],le bébé-ange près à tuer la femme (surement sa mère?) / la statue de la femme (mélange d'impressionnisme et d'expressionnisme dérangeant) ,Rien,"Context of a self-portrait (explanation of the artist's condition) [perhaps a Gruber self-portrait, but the subject can't remember].",the baby angel about to kill the woman (surely her mother?) / the statue of the woman (a disturbing blend of impressionism and expressionism),Nothing,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0
2019/03/08 3:12:06 PM UTC+2,201903081410,29,man,"Villers-les-Nancy, France",chinese,Intermediary,"Master's Degree, MS/MSc",4,5,4,3,4,No,0,Never,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",2,2,3,4,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,2019/03/08 4:06:06 PM UTC+2,Low level,No involvement,A few times a year,Yes,Yes,Yes but I did not use it during the visit,5,5,2,1,3,0,0,0,0,0,1,4,3,1,1,5,"Au XVe, les œuvres ont plus de détails et sont plus proches de la réalité que des tableaux comme Picasso que je ne comprends pas. Je préfère des tableaux avec beaucoup de détails. ","Je pensais que c'était un petit musée, j'ai été surpris par sa taille, ainsi que par la taille de certains tableaux, vraiment très grands.",Rien,"In the 15th century, works have more detail and are closer to reality than paintings like Picasso, which I don't understand. I prefer paintings with lots of detail. ","I thought it was a small museum, and was surprised by its size, as well as by the size of some of the paintings, which are really quite large.",Nothing,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1.0
2019/03/08 3:12:10 PM UTC+2,201903081400,22,man,"Villers-les-Nancy, France",chinese,Advanced,BTEC Higher National Diploma,4,5,3,3,2,No,0,Never,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",2,2,4,5,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,2019/03/08 4:03:23 PM UTC+2,General level,No involvement,A few times a year,Yes,Yes,No,5,5,3,1,4,0,0,0,0,0,4,5,4,2,1,3,Non,"Je n'ai pas compris les oeuvres ""fantômes"" sur les murs à certains endroits [certains tableaux ont été déplacés pour l'exposition des 20 ans]",Rien,Nothing,I didn't understand the “ghost” works on the walls in certain places [some paintings were moved for the 20th anniversary exhibition].,Nothing,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1.0
2019/03/08 5:08:36 PM UTC+2,201903081610,24,woman,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",3,2,1,5,3,No,0,Never,group,unlimited,Normal vision,4,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019/03/08 6:03:50 PM UTC+2,General level,No involvement,A few times a year,No,No,No,4,4,5,1,2,0,0,0,0,0,2,3,4,3,2,4,Je n'avais jamais vu de tableaux de Friant,J'ai été intéressée par le tableau de l'homme fumant un narguilé (série de tableaux qui dépeint le voyage de l'artiste en Orient. Sinon c'est un peu étrange de dire qu'on est surpris dans un musée.,Rien,I'd never seen paintings by Friant.,"I was interested in the painting of the man smoking a hookah (a series of paintings depicting the artist's trip to the Orient. Otherwise, it's a bit strange to say you're surprised in a museum.",Nothing,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
2019/03/08 5:08:41 PM UTC+2,201903081600,45,man,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",4,4,2,5,4,Yes,10,Several months ago,group,90,Normal vision,2,3,3,4,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,2019/03/08 6:34:19 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,4,5,2,1,2,0,0,0,0,0,4,4,3,2,4,3,"J'ai apprécié de voir certains tableaux que j'avais vu au musée lorrain, ainsi que 2 tableaux de Prouvé. J'ai découvert un bronze de la collection japonaise plutôt surprenant et que je n'avais jamais vu. J'ai été surpris de voir certaines dates des oeuvres, avec des couleurs et lumières incroyables pour l'époque. Je regarde toujours les dates, c'est intéressant et assez irréel de voir comment ils peignaient à l'époque.","J'ai remarqué qu'il y a des tableaux qui ont changé de place. Je suis parfois obligé de tourner autour du tableau car je suis gêné par les reflets. En terme d'expérience, c'est le gros défaut de ce musée (mauvaise gestion de la lumière). S'ils travaillaient la question de la lumière, je prendrais beaucoup de plaisir car il y a de beaux tableaux.",L'urgence de retravailler l'éclairage sur les tableaux et ensuite on aura vraiment un beau musée.,"I enjoyed seeing some of the paintings I'd seen at the Musée Lorrain, as well as 2 paintings by Prouvé. I discovered a rather surprising bronze from the Japanese collection that I'd never seen before. I was surprised to see some of the dates on the works, with incredible color and light for the period. I always look at the dates, it's interesting and quite unreal to see how they painted back then.","I've noticed that some paintings have moved. Sometimes I have to turn around the painting because I'm bothered by the reflections. In terms of experience, this is the museum's biggest flaw (poor light management). If they worked on the question of light, I'd really enjoy it, because there are some beautiful paintings.",The urgency of reworking the lighting on the paintings and then we'll really have a beautiful museum.,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1.0
2019/03/09 11:15:45 AM UTC+2,201903091010,22,man,"Nancy, France",french,Native/bilingual,"BA, BS/BSc",2,4,3,4,4,Yes,1,About a year ago,alone,120,"Normal vision with visual correction device (glasses, lenses)",3,2,2,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2019/03/09 12:32:56 PM UTC+2,General level,No involvement,A few times a year,No,Yes,Yes but I did not use it during the visit,4,3,4,2,3,0,0,0,0,0,2,2,2,2,2,5,J'ai appris que la jade pouvait avoir plusieurs couleurs.,Il y avait une sculpture avec une fourrure de renard posée dessus.,Les lunettes d'eye-tracking font un peu mal aux oreilles.,I learned that jade can have many colors.,There was a sculpture with fox fur on it.,The eye-tracking glasses hurt my ears a bit.,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.0
2019/03/09 12:59:32 PM UTC+2,201903091210,19,man,"Vandoeuvre-les-Nancy, France",Lebanese,Advanced,A levels,2,4,3,4,4,No,0,Never,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",1,1,3,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2019/03/09 2:09:54 PM UTC+2,Low level,No involvement,A few times a year,No,Yes,No,3,5,3,1,2,0,0,0,0,0,4,2,3,2,1,3,"Il y avait un tableau de Picasso montrant des visages avec différents angles, réalisé deux ans avant sa mort. ça représente l'amour (deux visages : un homme et une femme)","Il y avait une collection marocaine qui m'a plu, ainsi qu'une collection chinoise",Rien,"There was a painting by Picasso showing faces from different angles, done two years before his death. It represents love (two faces: a man and a woman).","There was a Moroccan collection that I liked, as well as a Chinese collection",Nothing,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1.0
2019/03/09 12:59:35 PM UTC+2,201903091200,30,woman,"Nancy, France",Lebanese,Intermediary,"Master's Degree, MS/MSc",4,5,3,5,5,No,0,Never,group,unlimited,Normal vision,1,1,2,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2019/03/09 2:12:21 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,5,5,4,1,1,0,0,0,0,0,4,2,5,2,1,4,"tableaux de gens habillés en noir de ""Emile Friant"" [La Toussaint]", statue d'une vieille femme en bois au 1er étage,J'ai apprécié tous les tableaux d'Emile Friant car c'est très réaliste.,paintings of people dressed in black by “Emile Friant” [La Toussaint].,wooden statue of an old woman on the 1st floor ,I enjoyed all the Emile Friant paintings because they're so realistic.,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0
2019/03/09 2:59:49 PM UTC+2,201903091400,31,woman,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",4,3,1,4,5,Yes,8,About a year ago,alone,60,Normal vision,3,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2019/03/09 4:16:48 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,5,5,4,1,1,4,3,4,5,4,5,3,2,1,1,4,Découverte de plusieurs oeuvres que je ne connaissais pas : d'Eugène Isabey...,Rien,Rien,Discovered several works I didn't know: by Eugène Isabey...,Nothing,Nothing,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0.0
2019/03/09 3:17:05 PM UTC+2,201903091410,45,woman,"Maron, France",french,Advanced,PhD,3,2,3,3,5,Yes,10,A few weeks ago,group,60,Normal vision,1,1,4,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2019/03/09 4:36:01 PM UTC+2,General level,Professional/Artist,A few times a year,No,No,No,5,5,3,1,1,0,0,0,0,0,1,4,1,2,3,4,Il y a une sculpture de Rodin,Rien,Rien,There's a Rodin sculpture,Nothing,Nothing,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
2019/03/09 5:04:28 PM UTC+2,201903091600,50,woman,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",1,3,4,5,5,Yes,100,Several months ago,alone,unlimited,Normal vision,1,2,4,5,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2019/03/09 5:54:41 PM UTC+2,General level,No involvement,One or more times a month,No,No,Yes but I did not use it during the visit,5,5,1,1,1,0,0,0,0,0,1,4,1,1,1,4,J'oublie à chaque fois les dates et je les redécouvre pendant la visite (surtout dans les reproductions religieuses du XVIIIème que je ne sais jamais).,J'ai aimé les fantômes des tableaux à l'occasion de l'exposition des 20 ans.,Rien,"I keep forgetting the dates and rediscovering them during the visit (especially in the 18th century religious reproductions, which I never know).",I loved the ghosts of the paintings at the 20th anniversary exhibition. ,Nothing,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0
2019/03/11 3:06:44 PM UTC+2,201903111410,60,man,"Sorneville, France",french,Native/bilingual,"BA, BS/BSc",4,3,2,1,2,Yes,10,About a year ago,group,120,"Normal vision with visual correction device (glasses, lenses)",1,1,4,5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,2019/03/11 4:28:34 PM UTC+2,General level,No involvement,A few times a year,Yes,Yes,No,4,2,5,1,1,0,0,0,0,0,3,2,1,4,1,0,"Je me suis souvenu de la localisation des œuvres dans le musée. Les tableaux les plus emblématiques (les tableaux d'Emile Friant notamment, celui de Charles le Téméraire car on l'a vu quand on était enfants et ça nous a frappé). ","Je ne pensais pas accorder autant d'importance aux écriteaux explicatifs. Je m'aperçois, parce que je ne portais pas de lunettes de vue aujourd'hui, que mon plaisir est d'aller retrouver les informations sur les oeuvres que j'apprécie grâce aux cartels. J'aime également émettre des hypothèses et les valider grâce à ces cartels (notamment les tableaux mythologiques ou bibliques pour lesquels je ne trouve pas un grand sens artistique mais on a envie de leur donner du sens, de comprendre l'histoire, identifier l'artiste et la scène).",J'ai tronqué la visite du fait que je ne pouvais pas avoir les explications sur les oeuvres,"I remembered the location of the works in the museum. The most emblematic paintings (Emile Friant's paintings in particular, the one of Charles le Téméraire because we saw it when we were children and it struck us). ","I didn't think the explanatory signs were so important. I realize, because I wasn't wearing glasses today, that my pleasure is to go and find information on the works I like thanks to the labels. I also like to make hypotheses and validate them thanks to these labels (especially mythological or biblical paintings for which I don't find much artistic meaning, but you want to make sense of them, understand the story, identify the artist and the scene).",I cut the visit short because I couldn't get the explanations on the works.,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1.0
2019/03/11 3:06:47 PM UTC+2,201903111400,60,man,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",3,5,2,5,5,Yes,12,About a year ago,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",1,1,3,4,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,2019/03/11 4:22:40 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,4,4,4,1,1,3,1,3,4,5,2,5,5,4,1,2,"Je suis déjà venu souvent dans ce musée et j'ai l'impression que certaines oeuvres ont été déplacées, je ne reconnaissais plus les emplacements. Du coup j'ai eu davantage l'impression que la scénographie insiste sur les périodes. Il n'y avait pas non plus de collection sur le mobilier à l'entrée la dernière fois que je suis venu [collection Prouvé]",Il y a un tableau dont je ne me souvenais pas du tout au 2ème étage représentant une jeune femme regardant fixement le spectateur.,"Avec les porteurs de lunettes, la gêne va grandissante. Au début on arrive à voir sans lunettes et la fatigue augmente pendant la visite. Du coup on est moins attentifs sur la fin de la visite.","I've been to this museum many times before, and I have the impression that some of the works have been moved, and that I no longer recognize their locations. As a result, I had the impression that the scenography emphasized the periods. Nor was there a furniture collection at the entrance the last time I was here [Prouvé collection].",There's a painting I didn't remember at all on the 2nd floor of a young woman staring at the viewer.,"If you wear glasses, the discomfort increases.At first, you can see without your glasses, but you get more tired during the visit.As a result, we're less attentive at the end of the visit.",1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1.0
2019/03/11 5:18:20 PM UTC+2,201903111610,20,woman,"Nancy, France",french,Native/bilingual,A levels,2,3,4,1,5,Yes,1,Several years ago,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",4,4,3,4,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2019/03/11 6:42:42 PM UTC+2,Low level,No involvement,A few times a year,No,Yes,No,5,5,4,1,1,0,0,0,0,0,1,1,1,4,2,4,Des passages de la bible dépeints au 2ème étage. J'appris ces histoires tirées de la Bible,Rien,Rien,Bible passages depicted on the 2nd floor. I learned these stories from the Bible,Nothing,Nothing,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0.0
2019/03/11 5:18:23 PM UTC+2,201903111600,24,man,"Nancy, France",french,Native/bilingual,BTEC Higher National Diploma,2,4,4,4,5,No,0,Never,group,unlimited,Normal vision,2,2,3,5,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,2019/03/11 6:42:44 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,4,5,1,1,2,4,4,5,3,5,3,3,4,3,1,5,l'existence de certaines scènes bibliques représentées sur des peintures du 2ème étage,Un artiste se servait du coin inférieur d'un grand tableau comme palette pour mélanger les couleurs,Rien,the existence of certain biblical scenes depicted in paintings on the 2nd floor.,One artist used the bottom corner of a large painting as a palette to mix colors,Nothing,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1.0
2019/03/13 1:18:58 PM UTC+2,201903131210,26,man,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",3,5,2,4,4,No,0,Never,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",1,1,4,4,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,2019/03/13 2:38:54 PM UTC+2,Low level,No involvement,A few times a year,No,Yes,No,5,5,2,1,2,0,0,0,0,0,4,4,4,2,4,4,J'ai découvert une peinture de Laura Leroux (artiste que je ne connaissais pas au 1er étage) représentant deux jeunes assises côte à côte,L'anamorphose du 1er étage,Non,I discovered a painting by Laura Leroux (an artist I didn't know on the 1st floor) depicting two young women sitting side by side.,the anamorphosis on the 1st floor,Nothing,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1.0
2019/03/13 1:18:59 PM UTC+2,201903131200,28,man,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",4,2,1,3,5,Yes,2,About a year ago,group,unlimited,Normal vision,1,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2019/03/13 2:38:52 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,4,4,4,1,2,0,0,0,0,0,4,4,4,1,1,3,Je ne me souvenais pas qu'il y avait autant de toiles de Friant et j'aime cet artiste.,Les jeux de lumière sur un tableau au 1er étage représentant le Christ mort (personne au 1er plan qui tient une bougie avec des jeux d'ombre bien représentés),Rien,"I didn't remember there being so many Friant paintings, and I love this artist.","The play of light on a painting on the 1st floor depicting the Dead Christ (person in the foreground holding a candle, with shadows well represented).",Nothing,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1.0
2019/03/13 5:10:15 PM UTC+2,201903131600,30,man,"Saint-Nicolas-de-Port, France",french,Native/bilingual,"BA, BS/BSc",3,5,1,4,5,No,0,Never,group,unlimited,Normal vision,1,1,5,5,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,2019/03/13 6:44:20 PM UTC+2,No knowledge,No involvement,rarely or never,No,Yes,No,4,5,1,1,2,5,3,4,4,5,1,1,1,3,1,4,"A l'époque, la monnaie au japon était en petite plaques gravées  ",le niveau de détails de certaines peintures de grande taille ,Rien,"At the time, Japanese coins were made in small engraved plates.",the level of detail in some of the larger paintings,Nothing,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1.0
2019/03/13 5:11:51 PM UTC+2,201903131610,33,woman,"Saint-Nicolas-de-Port, France",french,Native/bilingual,A levels,3,1,1,2,4,Yes,1,Several years ago,group,60,Normal vision,2,2,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2019/03/13 6:48:13 PM UTC+2,Low level,No involvement,rarely or never,No,Yes,No,4,2,2,1,2,3,3,3,4,3,4,2,2,2,2,4,J'ai été impressionnée par beaucoup de choses et j'ai du mal à faire le tri.,"un tableau peint à 6 mains (un artiste pour la précision sur les légumes, Rubens pour le fond et un autre pour les personnages)",Rien,I was impressed by a lot of things and I'm having trouble sorting them out.,"a painting done by 6 hands (one artist for the precision of the vegetables, Rubens for the background and another for the figures)",Nothing,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0.0
2019/03/14 11:14:42 AM UTC+2,201903141010,42,woman,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",1,4,2,1,5,Yes,5,Several months ago,alone,45,Normal vision,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2019/03/14 12:12:41 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,5,4,1,1,1,0,0,0,0,0,5,5,5,1,1,4,J'ai appris quelque chose sur la construction des maisons Prouvé,Rien,Rien,I learned something about the construction of Prouvé houses,Nothing,Nothing,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0.0
2019/03/14 3:08:02 PM UTC+2,200903141400,52,man,"Saint-Sebastien-sur-Loire, France",french,Native/bilingual,"Youth Training, BTEC First Diploma, NVQ Level 1-2",1,5,5,1,5,No,0,Never,alone,unlimited,"Normal vision with visual correction device (glasses, lenses)",1,1,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019/03/14 4:25:41 PM UTC+2,Low level,No involvement,A few times a year,No,Yes,No,3,3,1,1,2,0,0,0,0,0,4,1,1,1,1,5,"Sphère où l'artiste a représenter le monde, il a plus imaginé le côté ciel/espace (très doré) -technique-",La qualité des visages des portraits de femme (impression de réalisme au point de penser voir une photo),"Le repérage des étages est mal indiqué (code couleur pourrait être utile), enfilade des différentes sculpture/peinture. Quelque chose de physique, panneaux indicatifs. Carte interactive avec la position utile, outil ""je veux aller voir ces œuvres"". Création de chemin personnel. Outil de recherche d’œuvre (avec des filtres) pourrait être utile.","Sphere where the artist represented the world, he imagined more the sky/space side (very golden) -technical-.",The quality of the faces in the women's portraits (so realistic you might think you're looking at a photo),"The floors are poorly marked (color coding could be useful), stringing together the different sculptures/paintings. Something physical, signposts. Interactive map with useful location, “I want to go and see these works” tool. Create your own path. Work search tool (with filters) could be useful.",0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1.0
2019/03/14 5:14:18 PM UTC+2,201903141600,41,woman,"Nancy, France",french,Native/bilingual,PhD,3,4,2,3,5,Yes,3,About a year ago,alone,60,"Normal vision with visual correction device (glasses, lenses)",4,3,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019/03/14 6:30:51 PM UTC+2,Low level,No involvement,A few times a year,No,No,No,4,5,4,1,2,0,0,0,0,0,3,3,3,3,3,4,Tous les portraits extra-réaliste d'Emile Friant,Le portrait de la Toussaint animé,"L'avantage de ne pas avoir de recommandation c'est d'avoir une liberté, une ouverture sur les éléments qui viennent. Ca permet de se dégager de ses a priori ou de ses intérêts de base pour découvrir d'autre chose.",All extra-realist portraits by Emile Friant,The animated portrait of Toussaint,"The advantage of not having a recommendation is to have freedom, an openness to the elements that come up. It allows you to free yourself from your preconceptions or basic interests to discover something else.",1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2019/03/15 11:29:00 AM UTC+2,201903151020,22,woman,"Nancy, France",french,Native/bilingual,BTEC Higher National Diploma,2,2,2,2,4,Yes,3,About a year ago,alone,unlimited,Normal vision,1,1,3,4,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2019/03/15 12:32:53 PM UTC+2,Art lover,No involvement,A few times a year,No,Yes,No,5,4,1,2,1,5,2,4,5,4,1,4,3,1,1,3,J'ai appris qu'il y avait des tableaux de Picasso. C'est un artiste qui ne me dérange pas. J'ai remarqué qu'il y avait beaucoup de colombes et de dragons.,J'ai beaucoup aimé le paysage d'hiver avec des traits très fins pour les arbres et les couleurs très claires,Rien,I've learned that there are paintings by Picasso.He's an artist I don't mind.I noticed that there were lots of doves and dragons.,I really liked the winter landscape with its very fine lines for the trees and the very light colors.,Nothing,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0.0
2019/03/15 1:01:36 PM UTC+2,201903151210,81,woman,"Nancy, France",french,Native/bilingual,PhD,4,2,2,2,4,Yes,30,A few weeks ago,group,60,"Normal vision with visual correction device (glasses, lenses)",4,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019/03/15 2:06:41 PM UTC+2,Art lover,No involvement,One or more times a month,No,No,No,4,3,5,1,3,0,0,0,0,0,5,2,2,3,1,2,J'ai revu le portrait de Guibal (sculpteur) et les tableaux de Friant et on redécouvre toujours d'une manière différente à chaque visite,"Je n'aime pas du tout la présentation faite pour le tableau de Delacroix ""La bataille de Nancy""",J'ai eu une restriction assez forte à cause de ma myopie. Je n'ai pas de smartphone et je ne souhaite pas qu'on me géolocalise. Je n'aime pas qu'on me raconte une histoire (ex. : audioguide),"I revisited the portrait of Guibal (sculptor) and the paintings by Friant, and each time I visit, I rediscover them in a different way.",I really don't like the presentation of Delacroix's painting “The Battle of Nancy”.,I've had a pretty strong restriction because of my myopia. I don't have a smartphone and I don't want to be geolocated. I don't like being told a story (e.g. audioguide).,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.0
